name,description,date,amount
MERRILL G. FRAZEE,Television-Productions,3/8/11,300
MERRY X-RAY CORP,Classroom Supplies,2/17/11,97.2
MERRY X-RAY CORP,Classroom Supplies,3/1/11,259
MERRY X-RAY CORP,Classroom Supplies,3/3/11,80.45
MESA SW RESTAURANTS,Official Functions,10/12/10,198
MESA SW RESTAURANTS,Official Functions,8/16/11,249.08
MESQUITE CHAMBER OF COMMERCE,Miscellaneous,10/5/10,802
MESQUITE CHAMBER OF COMMERCE,Promotional Activities,10/19/10,425
MESQUITE CHAMBER OF COMMERCE,Promotional Activities,10/19/10,400
MESQUITE CHAMBER OF COMMERCE,Promotional Activities,10/19/10,300
MESQUITE CHAMBER OF COMMERCE,Promotional Activities,5/3/11,360
MESQUITE CHAMBER OF COMMERCE,Staff Development,8/9/11,700
MESQUITE INDEP SCHOOL DISTR,Advertising,10/14/10,250
MESQUITE INDEP SCHOOL DISTR,Instructional Service Contracts,2/8/11,10339.56
MESQUITE INDEP SCHOOL DISTR,Instructional Service Contracts,6/21/11,9650.1
MESQUITE ISD EDUCATION FOUNDAT,Promotional Activities,9/23/10,250
MESQUITE ISD EDUCATION FOUNDAT,Miscellaneous,3/8/11,500
MESQUITE POLICE DEPT,Instructional Service Contracts,9/2/10,2304
MESQUITE POLICE DEPT,Instructional Service Contracts,11/11/10,5264
MESQUITE POLICE DEPT,Instructional Service Contracts,1/6/11,4928
MESQUITE POLICE DEPT,Instructional Service Contracts,4/26/11,1152
MESQUITE POLICE DEPT,Instructional Service Contracts,7/26/11,6352
"MESQUITE SOCIAL SERVICES, INC.",Advertising,5/12/11,125
MESQUITE SPORTS CENTER,Departmental Supplies,5/5/11,243.75
MESQUITE SYMPHONY ORCHESTRA,Advertising,11/9/10,600
METALCRAFT INC,Departmental Supplies,9/2/10,878.21
METALLURGICAL ENGINEERING SERV,Architects & Engineers,6/28/11,3500
METLIFE,Payroll Deductions,9/30/10,160.7
METLIFE,Payroll Deductions,10/28/10,160.7
METLIFE,Payroll Deductions,11/30/10,160.7
METLIFE,Payroll Deductions,12/23/10,160.7
METLIFE,Payroll Deductions,1/28/11,160.7
METLIFE,Payroll Deductions,2/25/11,160.7
METLIFE,Payroll Deductions,3/31/11,160.7
METLIFE,Payroll Deductions,4/28/11,160.7
METLIFE,Payroll Deductions,5/27/11,160.7
METLIFE,Payroll Deductions,6/30/11,160.7
METLIFE,Payroll Deductions,7/28/11,160.7
METLIFE,Payroll Deductions,8/30/11,160.7
METLIFE SECURITIES INC,Payroll Deductions,9/30/10,980
METLIFE SECURITIES INC,Payroll Deductions,9/30/10,8903.5
METLIFE SECURITIES INC,Payroll Deductions,9/30/10,83651.03
METLIFE SECURITIES INC,Payroll Deductions,10/28/10,980
METLIFE SECURITIES INC,Payroll Deductions,10/28/10,9247.66
METLIFE SECURITIES INC,Payroll Deductions,10/28/10,32.59
METLIFE SECURITIES INC,Payroll Deductions,10/28/10,93191.78
METLIFE SECURITIES INC,Payroll Deductions,11/30/10,980
METLIFE SECURITIES INC,Payroll Deductions,11/30/10,9744.58
METLIFE SECURITIES INC,Payroll Deductions,11/30/10,93332.62
METLIFE SECURITIES INC,Payroll Deductions,12/23/10,980
METLIFE SECURITIES INC,Payroll Deductions,12/23/10,9393.1
METLIFE SECURITIES INC,Payroll Deductions,12/23/10,86401.09
METLIFE SECURITIES INC,Payroll Deductions,1/28/11,980
METLIFE SECURITIES INC,Payroll Deductions,1/28/11,8022.24
METLIFE SECURITIES INC,Payroll Deductions,1/28/11,22209.24
METLIFE SECURITIES INC,Payroll Deductions,2/25/11,980
METLIFE SECURITIES INC,Payroll Deductions,2/25/11,8973.98
METLIFE SECURITIES INC,Payroll Deductions,2/25/11,81763.2
METLIFE SECURITIES INC,Payroll Deductions,3/31/11,1030
METLIFE SECURITIES INC,Payroll Deductions,3/31/11,9396.67
METLIFE SECURITIES INC,Payroll Deductions,3/31/11,83918.2
METLIFE SECURITIES INC,Payroll Deductions,4/28/11,1330
METLIFE SECURITIES INC,Payroll Deductions,4/28/11,8189.78
METLIFE SECURITIES INC,Payroll Deductions,4/28/11,84770.95
METLIFE SECURITIES INC,Payroll Deductions,5/27/11,1530
METLIFE SECURITIES INC,Payroll Deductions,5/27/11,10987.79
METLIFE SECURITIES INC,Payroll Deductions,5/27/11,91839.18
METLIFE SECURITIES INC,Payroll Deductions,6/30/11,1230
METLIFE SECURITIES INC,Payroll Deductions,6/30/11,6067.9
METLIFE SECURITIES INC,Payroll Deductions,6/30/11,54775.25
METLIFE SECURITIES INC,Payroll Deductions,7/28/11,1230
METLIFE SECURITIES INC,Payroll Deductions,7/28/11,6387.03
METLIFE SECURITIES INC,Payroll Deductions,7/28/11,67394.77
METLIFE SECURITIES INC,Payroll Deductions,8/30/11,1300
METLIFE SECURITIES INC,Payroll Deductions,8/30/11,3410.85
METLIFE SECURITIES INC,Payroll Deductions,8/30/11,46570.32
METRO DALLAS HOMELESS ALLIANCE,Miscellaneous,11/4/10,125
METRO DALLAS HOMELESS ALLIANCE,Clubs,12/21/10,3916
METRO GOLF CARS INC,Maintenance Supplies,10/26/10,102
METRO GOLF CARS INC,Other Contracted Svces/Labor,8/16/11,495
METRO LATINO MAGAZINE,Advertising,10/26/10,1200
METRO LATINO MAGAZINE,Advertising,2/8/11,1800
METROCREST CHAMBER OF COMMERCE,Seminar/Registration Fees,10/12/10,1000
METROCREST CHAMBER OF COMMERCE,Official Functions,1/4/11,750
METROCREST CHAMBER OF COMMERCE,Miscellaneous,1/28/11,605
METROCREST CHAMBER OF COMMERCE,Seminar/Registration Fees,4/26/11,35
METROCREST CHAMBER OF COMMERCE,Travel-In Area,5/10/11,35
METROCREST MEDICAL SVCS INC,Classroom Supplies,12/7/10,1500
METROCREST MEDICAL SVCS INC,Clearing,8/23/11,1800
"METROGUIDE MEDIA, LLC",Advertising,8/30/11,3975
METROPLEX BATTERY INC,Classroom Supplies,9/8/10,217.08
METROPLEX BATTERY INC,Classroom Supplies,1/6/11,110
METROPLEX BATTERY INC,Electrical Supplies,5/26/11,264
METROPLEX REFRIGERATION & REST,Repairs-Physical Plant Equipment,11/23/10,136
METROPLEX SELECT YOUTH FOUNDAT,Advertising,8/18/11,400
METROPLEX TECHNOLOGY BUSINESS,Advertising,9/8/10,500
METROPLEX TECHNOLOGY BUSINESS,Advertising,9/8/10,4000
METROPLEX TECHNOLOGY BUSINESS,Advertising,7/7/11,2200
METROPLEX WELDING SUPPLY,Classroom Supplies,9/8/10,162.23
METROPLEX WELDING SUPPLY,Classroom Supplies,9/9/10,48.28
METROPLEX WELDING SUPPLY,Classroom Supplies,9/9/10,5711.41
METROPLEX WELDING SUPPLY,Classroom Supplies,9/14/10,106.87
METROPLEX WELDING SUPPLY,Departmental Supplies,9/16/10,230.5
METROPLEX WELDING SUPPLY,Classroom Supplies,10/7/10,780.63
METROPLEX WELDING SUPPLY,Classroom Supplies,10/7/10,32.62
METROPLEX WELDING SUPPLY,Classroom Supplies,10/7/10,180.27
METROPLEX WELDING SUPPLY,Classroom Supplies,10/19/10,789.4
METROPLEX WELDING SUPPLY,Classroom Supplies,10/21/10,5085.52
METROPLEX WELDING SUPPLY,Classroom Supplies,10/28/10,149.7
METROPLEX WELDING SUPPLY,Classroom Supplies,10/28/10,26.87
METROPLEX WELDING SUPPLY,Classroom Supplies,10/28/10,118.62
METROPLEX WELDING SUPPLY,Classroom Supplies,11/9/10,124.2
METROPLEX WELDING SUPPLY,Classroom Supplies,11/11/10,364.78
METROPLEX WELDING SUPPLY,Classroom Supplies,11/11/10,161.3
METROPLEX WELDING SUPPLY,Classroom Supplies,11/11/10,3108.5
METROPLEX WELDING SUPPLY,Classroom Supplies,11/23/10,89
METROPLEX WELDING SUPPLY,Classroom Supplies,11/23/10,16.98
METROPLEX WELDING SUPPLY,Departmental Supplies,12/2/10,89
METROPLEX WELDING SUPPLY,Departmental Supplies,12/2/10,5257.62
METROPLEX WELDING SUPPLY,Classroom Supplies,12/7/10,192.06
METROPLEX WELDING SUPPLY,Classroom Supplies,12/7/10,300.12
METROPLEX WELDING SUPPLY,Classroom Supplies,12/9/10,249
METROPLEX WELDING SUPPLY,Classroom Supplies,12/9/10,23.41
METROPLEX WELDING SUPPLY,Departmental Supplies,12/21/10,205.99
METROPLEX WELDING SUPPLY,Departmental Supplies,12/21/10,8234.4
METROPLEX WELDING SUPPLY,Classroom Supplies,1/6/11,119.94
METROPLEX WELDING SUPPLY,Classroom Supplies,1/6/11,2523.2
METROPLEX WELDING SUPPLY,Departmental Supplies,1/25/11,-201.99
METROPLEX WELDING SUPPLY,Departmental Supplies,1/25/11,607.68
METROPLEX WELDING SUPPLY,Minor Equipment,1/27/11,17178
METROPLEX WELDING SUPPLY,Minor Equipment,2/8/11,1346
METROPLEX WELDING SUPPLY,Minor Equipment,2/8/11,212.04
METROPLEX WELDING SUPPLY,Classroom Supplies,2/17/11,245.12
METROPLEX WELDING SUPPLY,Classroom Supplies,2/25/11,16.4
METROPLEX WELDING SUPPLY,Classroom Supplies,3/10/11,40.23
METROPLEX WELDING SUPPLY,Classroom Supplies,3/15/11,135.16
METROPLEX WELDING SUPPLY,Classroom Supplies,3/15/11,1230.7
METROPLEX WELDING SUPPLY,Classroom Supplies,3/17/11,54.42
METROPLEX WELDING SUPPLY,Classroom Supplies,3/17/11,89.75
METROPLEX WELDING SUPPLY,Classroom Supplies,3/17/11,143
METROPLEX WELDING SUPPLY,Classroom Supplies,3/24/11,2519.04
METROPLEX WELDING SUPPLY,Classroom Supplies,3/24/11,651
METROPLEX WELDING SUPPLY,Classroom Supplies,3/24/11,398
METROPLEX WELDING SUPPLY,Classroom Supplies,3/24/11,825.66
METROPLEX WELDING SUPPLY,Classroom Supplies,3/29/11,4242.93
METROPLEX WELDING SUPPLY,Classroom Supplies,3/29/11,132.5
METROPLEX WELDING SUPPLY,Classroom Supplies,3/29/11,51.08
METROPLEX WELDING SUPPLY,Classroom Supplies,4/12/11,19
METROPLEX WELDING SUPPLY,Classroom Supplies,4/12/11,185.5
METROPLEX WELDING SUPPLY,Classroom Supplies,4/12/11,-185.5
METROPLEX WELDING SUPPLY,Classroom Supplies,4/21/11,45.25
METROPLEX WELDING SUPPLY,Classroom Supplies,4/28/11,53.8
METROPLEX WELDING SUPPLY,Classroom Supplies,4/28/11,57.7
METROPLEX WELDING SUPPLY,Minor Equipment,5/3/11,8318.66
METROPLEX WELDING SUPPLY,Classroom Supplies,5/5/11,161
METROPLEX WELDING SUPPLY,Classroom Supplies,5/5/11,474.31
METROPLEX WELDING SUPPLY,Departmental Supplies,5/10/11,89
METROPLEX WELDING SUPPLY,Departmental Supplies,5/10/11,285
METROPLEX WELDING SUPPLY,Classroom Supplies,5/12/11,40.72
METROPLEX WELDING SUPPLY,Classroom Supplies,5/19/11,5854.57
METROPLEX WELDING SUPPLY,Classroom Supplies,5/19/11,259.12
METROPLEX WELDING SUPPLY,Classroom Supplies,5/24/11,1148.6
METROPLEX WELDING SUPPLY,Classroom Supplies,5/24/11,67.6
METROPLEX WELDING SUPPLY,Classroom Supplies,5/24/11,192.4
METROPLEX WELDING SUPPLY,Classroom Supplies,5/24/11,338.62
METROPLEX WELDING SUPPLY,Classroom Supplies,5/26/11,220.8
METROPLEX WELDING SUPPLY,Classroom Supplies,5/26/11,24.45
METROPLEX WELDING SUPPLY,Classroom Supplies,6/2/11,52
METROPLEX WELDING SUPPLY,Classroom Supplies,6/2/11,61.38
METROPLEX WELDING SUPPLY,Classroom Supplies,6/9/11,26.45
METROPLEX WELDING SUPPLY,Classroom Supplies,6/16/11,106.48
METROPLEX WELDING SUPPLY,Classroom Supplies,6/28/11,317
METROPLEX WELDING SUPPLY,Classroom Supplies,6/30/11,241.6
METROPLEX WELDING SUPPLY,Classroom Supplies,7/6/11,234
METROPLEX WELDING SUPPLY,Classroom Supplies,7/6/11,191.16
METROPLEX WELDING SUPPLY,Classroom Supplies,7/6/11,270
METROPLEX WELDING SUPPLY,Classroom Supplies,7/6/11,4025
METROPLEX WELDING SUPPLY,Departmental Supplies,7/7/11,89
METROPLEX WELDING SUPPLY,Classroom Supplies,7/12/11,4999.7
METROPLEX WELDING SUPPLY,Classroom Supplies,7/12/11,4896
METROPLEX WELDING SUPPLY,Classroom Supplies,7/14/11,205.6
METROPLEX WELDING SUPPLY,Classroom Supplies,7/21/11,43.22
METROPLEX WELDING SUPPLY,Classroom Supplies,8/18/11,70.92
METROPLEX WELDING SUPPLY,Classroom Supplies,8/18/11,348.75
METROPLEX WELDING SUPPLY,Classroom Supplies,8/18/11,3405.38
METROPLEX WELDING SUPPLY,Classroom Supplies,8/23/11,24.45
METROPLEX WELDING SUPPLY,Equip.-Instructional,8/25/11,12649
METROPOLIS,Periodicals & Newspapers,3/29/11,30
METTAG PRODUCTS,Office Supplies,4/7/11,54.5
METZGER AWARDS & PROMOTIONAL P,Clubs,10/12/10,81.1
MEYER INSTRUMENTS,Minor Equipment,12/9/10,49330.5
MEYER INSTRUMENTS,Minor Equipment,2/24/11,50494.77
MG TRUST COMPANY,Payroll Deductions,10/14/10,25
MG TRUST COMPANY,Payroll Deductions,10/14/10,2644.89
MG TRUST COMPANY,Payroll Deductions,10/28/10,25
MG TRUST COMPANY,Payroll Deductions,10/28/10,2388.84
MG TRUST COMPANY,Payroll Deductions,11/30/10,25
MG TRUST COMPANY,Payroll Deductions,11/30/10,2356.27
MG TRUST COMPANY,Payroll Deductions,12/23/10,25
MG TRUST COMPANY,Payroll Deductions,12/23/10,2356.27
MG TRUST COMPANY,Payroll Deductions,1/28/11,25
MG TRUST COMPANY,Payroll Deductions,1/28/11,2291.14
MG TRUST COMPANY,Payroll Deductions,2/25/11,25
MG TRUST COMPANY,Payroll Deductions,2/25/11,2356.27
MG TRUST COMPANY,Payroll Deductions,3/31/11,25
MG TRUST COMPANY,Payroll Deductions,3/31/11,1673.25
MG TRUST COMPANY,Payroll Deductions,4/28/11,25
MG TRUST COMPANY,Payroll Deductions,4/28/11,1673.25
MG TRUST COMPANY,Payroll Deductions,5/27/11,25
MG TRUST COMPANY,Payroll Deductions,5/27/11,1673.25
MG TRUST COMPANY,Payroll Deductions,6/30/11,25
MG TRUST COMPANY,Payroll Deductions,6/30/11,1673.25
MG TRUST COMPANY,Payroll Deductions,7/28/11,25
MG TRUST COMPANY,Payroll Deductions,7/28/11,1716.68
MG TRUST COMPANY,Payroll Deductions,8/30/11,25
MG TRUST COMPANY,Payroll Deductions,8/30/11,1673.25
MHS BOYS BASKETBALL BOOSTER CL,Advertising,12/7/10,250
MIBAC MUSIC SOFTWARE INC,Non-Inv Software,4/14/11,1338.5
MICHAEL A. ELLSBERRY,Special Travel,11/23/10,235.38
MICHAEL A. ELLSBERRY,Special Travel,3/8/11,235.38
MICHAEL A. ELLSBERRY,Special Travel,5/19/11,235.38
MICHAEL A. GLICK,Consultant,1/19/11,400
MICHAEL A. PARKER,Athletic Officials,11/2/10,25
MICHAEL A. PARKER,Athletic Officials,12/21/10,100
MICHAEL A. YOUNG,Athletic Officials,4/28/11,125
MICHAEL A. YOUNG,Athletic Officials,4/28/11,225
MICHAEL B. LAMB,Consultant,9/30/10,1520
MICHAEL CALVERT,Special Travel,4/5/11,1103.37
MICHAEL CORRIS,Guest Lecturer/Performer,9/2/10,250
MICHAEL D. CARROLL,Repairs-Classroom Equipment,12/2/10,490
MICHAEL DENARDO,Athletic Officials,9/16/10,270
MICHAEL DRAKE,Guest Lecturer/Performer,11/23/10,200
MICHAEL DRAKE,Guest Lecturer/Performer,1/25/11,800
MICHAEL EGAN,Other Contracted Svces/Labor,6/14/11,500
MICHAEL EUGENE MEDO,Athletic Officials,9/30/10,80
MICHAEL EUGENE MEDO,Athletic Officials,9/30/10,90
MICHAEL EUGENE MEDO,Athletic Officials,10/12/10,80
MICHAEL EUGENE MEDO,Athletic Officials,10/21/10,270
MICHAEL EUGENE MEDO,Athletic Officials,1/6/11,10
MICHAEL K. WILSON,Guest Lecturer/Performer,1/19/11,250
MICHAEL L. BRUSTEIN,Television-Productions,3/22/11,7970.06
MICHAEL L. DAVIS,Athletic Officials,11/23/10,75
MICHAEL L. DAVIS,Athletic Officials,12/7/10,75
MICHAEL L. DAVIS,Athletic Officials,12/23/10,75
MICHAEL L. DAVIS,Athletic Officials,1/20/11,225
MICHAEL L. HILL,Athletic Officials,11/30/10,25
MICHAEL L. HILL,Athletic Officials,12/9/10,100
MICHAEL L. HILL,Athletic Officials,12/23/10,75
MICHAEL L. HILL,Athletic Officials,2/8/11,100
MICHAEL MCMAHAN,Athletic Officials,9/30/10,85
MICHAEL MCMAHAN,Athletic Officials,10/5/10,120
MICHAEL MCMAHAN,Athletic Officials,11/2/10,205
MICHAEL MCMAHAN,Athletic Officials,11/4/10,85
MICHAEL MEDINA,Miscellaneous,8/16/11,50
MICHAEL N. EASTON,Other Contracted Svces/Labor,5/17/11,50
MICHAEL P. LAHEY,Athletic Officials,1/28/11,100
MICHAEL P. LUSZTIP,Guest Lecturer/Performer,9/8/10,500
MICHAEL R. FAGAN,Athletic Officials,12/23/10,100
MICHAEL RARESHIDE,Guest Lecturer/Performer,3/31/11,350
MICHAEL RARESHIDE,Guest Lecturer/Performer,6/30/11,350
MICHAEL STEINEL,Guest Lecturer/Performer,5/24/11,500
MICHAEL WASHINGTON,Athletic Officials,11/16/10,100
MICHAEL WASHINGTON,Athletic Officials,12/14/10,100
MICHAEL WASHINGTON,Athletic Officials,2/15/11,100
MICHAEL WASHINGTON,Athletic Officials,3/24/11,100
MICHELE TODD,Guest Lecturer/Performer,5/3/11,150
MICHELLE GIBSON,Guest Lecturer/Performer,3/22/11,800
MICHELLE YONA,Other Contracted Svces/Labor,8/16/11,10955
MICKEY O'BRIEN,Athletic Officials,9/30/10,85
MICKEY O'BRIEN,Athletic Officials,9/30/10,120
MICKEY O'BRIEN,Athletic Officials,9/30/10,120
MICKEY O'BRIEN,Athletic Officials,10/28/10,120
MICKEY O'BRIEN,Athletic Officials,11/9/10,85
MICRO CENTER,Classroom Supplies,10/7/10,119.8
MICRO CENTER,Classroom Supplies,11/9/10,179.7
MICRO CENTER,Departmental Supplies,12/9/10,99.96
MICRO CENTER,Departmental Supplies,12/9/10,58.44
MICRO CENTER,Office Supplies,1/27/11,63.97
MICRO CENTER,Office Supplies,3/10/11,61.94
MICRO CENTER,Classroom Supplies,3/15/11,124.75
MICRO CENTER,Non-Inv Computer Peripherals,3/17/11,191.9
MICRO CENTER,Classroom Supplies,7/28/11,329.45
MICRO POWER & LIGHT CO,Non-Inv Software,8/9/11,367.85
MICROFRAME CORPORATION,Office Supplies,12/9/10,56
MICROSOFT CORP,Memberships,11/11/10,1487.5
MICROSOFT CORP,Memberships,11/18/10,1750
MICROSOFT CORP,Memberships,12/7/10,1750
MICROSOFT CORP,Info. Tech.-Software,12/9/10,1750
MICROSOFT CORP,Memberships,12/21/10,1750
MICROSOFT CORP,"Copyrights, Royalties & Licens",1/4/11,1750
MICROSOFT CORP,Non-Inv Software,2/17/11,35
MICROSOFT CORP,"Copyrights, Royalties & Licens",6/7/11,1750
MICROSOFT CORP,Info. Tech.-Software,7/26/11,57960
MID-PLAINS CONSTRUCTION INC,Repairs-Buildings,6/14/11,19317.3
MID-PLAINS CONSTRUCTION INC,Repairs-Buildings,7/19/11,126050.27
MID-PLAINS CONSTRUCTION INC,Repairs-Buildings,7/26/11,-145367.57
MID-PLAINS CONSTRUCTION INC,Repairs-Buildings,7/26/11,145367.57
MID-PLAINS CONSTRUCTION INC,Construction,8/25/11,202607.06
MID-WESTERN RESEARCH & SUPPLY,Classroom Supplies,9/28/10,5.74
MID-WESTERN RESEARCH & SUPPLY,Classroom Supplies,9/28/10,11.7
MIDWAY AUTO SUPPLY,Non-Inv Equipment,9/2/10,499.8
MIDWAY AUTO SUPPLY,Non-Inv Equipment,9/2/10,68.09
MIDWAY AUTO SUPPLY,Departmental Supplies,9/2/10,31
MIDWAY AUTO SUPPLY,Minor Equipment,9/9/10,3000
MIDWAY AUTO SUPPLY,Classroom Supplies,9/14/10,28.84
MIDWAY AUTO SUPPLY,Classroom Supplies,9/16/10,695.17
MIDWAY AUTO SUPPLY,Classroom Supplies,9/16/10,419.76
MIDWAY AUTO SUPPLY,Classroom Supplies,9/23/10,1555.2
MIDWAY AUTO SUPPLY,Vehicle Operating Expense,9/23/10,123.3
MIDWAY AUTO SUPPLY,Classroom Supplies,9/28/10,67.99
MIDWAY AUTO SUPPLY,Classroom Supplies,10/7/10,93.66
MIDWAY AUTO SUPPLY,Classroom Supplies,10/7/10,126.25
MIDWAY AUTO SUPPLY,Classroom Supplies,10/7/10,44.1
MIDWAY AUTO SUPPLY,Classroom Supplies,10/7/10,577.86
MIDWAY AUTO SUPPLY,Classroom Supplies,10/12/10,281.98
MIDWAY AUTO SUPPLY,Classroom Supplies,10/14/10,22.49
MIDWAY AUTO SUPPLY,Classroom Supplies,10/14/10,14.95
MIDWAY AUTO SUPPLY,Classroom Supplies,10/14/10,3.96
MIDWAY AUTO SUPPLY,Classroom Supplies,10/19/10,48.49
MIDWAY AUTO SUPPLY,Classroom Supplies,10/19/10,179.72
MIDWAY AUTO SUPPLY,Classroom Supplies,10/19/10,15.9
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,17.07
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,214.92
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,35.9
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,2.69
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,64.95
MIDWAY AUTO SUPPLY,Classroom Supplies,10/26/10,9.9
MIDWAY AUTO SUPPLY,Classroom Supplies,10/28/10,13.8
MIDWAY AUTO SUPPLY,Classroom Supplies,10/28/10,67.8
MIDWAY AUTO SUPPLY,Classroom Supplies,10/28/10,19.59
MIDWAY AUTO SUPPLY,Classroom Supplies,10/28/10,32.9
MIDWAY AUTO SUPPLY,Classroom Supplies,11/2/10,37.75
MIDWAY AUTO SUPPLY,Departmental Supplies,11/2/10,106.07
MIDWAY AUTO SUPPLY,Departmental Supplies,11/2/10,175.06
MIDWAY AUTO SUPPLY,Classroom Supplies,11/4/10,9.45
MIDWAY AUTO SUPPLY,Classroom Supplies,11/4/10,3.41
MIDWAY AUTO SUPPLY,Classroom Supplies,11/4/10,14.39
MIDWAY AUTO SUPPLY,Classroom Supplies,11/9/10,22
MIDWAY AUTO SUPPLY,Repairs-Vehicles,11/9/10,6.98
MIDWAY AUTO SUPPLY,Classroom Supplies,11/9/10,63
MIDWAY AUTO SUPPLY,Classroom Supplies,11/11/10,38.35
MIDWAY AUTO SUPPLY,Classroom Supplies,11/11/10,25
MIDWAY AUTO SUPPLY,Classroom Supplies,11/11/10,27.97
MIDWAY AUTO SUPPLY,Maintenance Supplies,11/11/10,288.7
MIDWAY AUTO SUPPLY,Classroom Supplies,11/11/10,22
MIDWAY AUTO SUPPLY,Classroom Supplies,11/11/10,28.67
MIDWAY AUTO SUPPLY,Classroom Supplies,11/16/10,7.9
MIDWAY AUTO SUPPLY,Classroom Supplies,11/16/10,55.6
MIDWAY AUTO SUPPLY,Departmental Supplies,11/16/10,49.64
MIDWAY AUTO SUPPLY,Departmental Supplies,11/16/10,45.54
MIDWAY AUTO SUPPLY,Departmental Supplies,11/16/10,159.9
MIDWAY AUTO SUPPLY,Classroom Supplies,11/18/10,14.8
MIDWAY AUTO SUPPLY,Departmental Supplies,11/18/10,312.95
MIDWAY AUTO SUPPLY,Vehicle Operating Expense,11/18/10,166.44
MIDWAY AUTO SUPPLY,Classroom Supplies,11/18/10,35.8
MIDWAY AUTO SUPPLY,Classroom Supplies,11/18/10,8.66
MIDWAY AUTO SUPPLY,Classroom Supplies,11/23/10,30
MIDWAY AUTO SUPPLY,Repairs-Vehicles,11/24/10,29.68
MIDWAY AUTO SUPPLY,Classroom Supplies,12/2/10,22.5
MIDWAY AUTO SUPPLY,Classroom Supplies,12/2/10,161.49
MIDWAY AUTO SUPPLY,Classroom Supplies,12/7/10,6.29
MIDWAY AUTO SUPPLY,Classroom Supplies,12/9/10,89.99
MIDWAY AUTO SUPPLY,Classroom Supplies,12/9/10,136.74
MIDWAY AUTO SUPPLY,Classroom Supplies,12/9/10,122.94
MIDWAY AUTO SUPPLY,Classroom Supplies,12/16/10,458.98
MIDWAY AUTO SUPPLY,Classroom Supplies,12/21/10,9.42
MIDWAY AUTO SUPPLY,Classroom Supplies,12/21/10,29.76
MIDWAY AUTO SUPPLY,Classroom Supplies,12/21/10,12.7
MIDWAY AUTO SUPPLY,Classroom Supplies,12/21/10,117.06
MIDWAY AUTO SUPPLY,Classroom Supplies,1/4/11,16.5
MIDWAY AUTO SUPPLY,Classroom Supplies,1/4/11,56.68
MIDWAY AUTO SUPPLY,Classroom Supplies,1/4/11,221
MIDWAY AUTO SUPPLY,Classroom Supplies,1/4/11,57.36
MIDWAY AUTO SUPPLY,Classroom Supplies,1/6/11,82.99
MIDWAY AUTO SUPPLY,Classroom Supplies,1/6/11,344.1
MIDWAY AUTO SUPPLY,Classroom Supplies,1/11/11,8.08
MIDWAY AUTO SUPPLY,Classroom Supplies,1/11/11,59.26
MIDWAY AUTO SUPPLY,Classroom Supplies,1/11/11,24.59
MIDWAY AUTO SUPPLY,Plumbing Supplies,1/11/11,397.39
MIDWAY AUTO SUPPLY,Plumbing Supplies,1/11/11,230.13
MIDWAY AUTO SUPPLY,Plumbing Supplies,1/11/11,132.42
MIDWAY AUTO SUPPLY,Repairs-Vehicles,1/13/11,16.65
MIDWAY AUTO SUPPLY,Departmental Supplies,1/19/11,15.99
MIDWAY AUTO SUPPLY,Departmental Supplies,1/19/11,8.5
MIDWAY AUTO SUPPLY,Departmental Supplies,1/25/11,18
MIDWAY AUTO SUPPLY,Departmental Supplies,1/25/11,-12.03
MIDWAY AUTO SUPPLY,Classroom Supplies,1/28/11,34.5
MIDWAY AUTO SUPPLY,Departmental Supplies,2/8/11,-225
MIDWAY AUTO SUPPLY,Departmental Supplies,2/8/11,265
MIDWAY AUTO SUPPLY,Classroom Supplies,2/8/11,115.41
MIDWAY AUTO SUPPLY,Classroom Supplies,2/8/11,47.05
MIDWAY AUTO SUPPLY,Classroom Supplies,2/11/11,219.9
MIDWAY AUTO SUPPLY,Classroom Supplies,2/11/11,39.8
MIDWAY AUTO SUPPLY,Classroom Supplies,2/17/11,34.08
MIDWAY AUTO SUPPLY,Minor Equipment,2/24/11,7337
MIDWAY AUTO SUPPLY,Repairs-Classroom Equipment,3/8/11,754.5
MIDWAY AUTO SUPPLY,Classroom Supplies,3/8/11,16.99
MIDWAY AUTO SUPPLY,Classroom Supplies,3/8/11,202.86
MIDWAY AUTO SUPPLY,Classroom Supplies,3/8/11,23.82
MIDWAY AUTO SUPPLY,Classroom Supplies,3/10/11,32.05
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,24
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,95.7
MIDWAY AUTO SUPPLY,Departmental Supplies,3/15/11,15.32
MIDWAY AUTO SUPPLY,Departmental Supplies,3/15/11,164.93
MIDWAY AUTO SUPPLY,Departmental Supplies,3/15/11,73.5
MIDWAY AUTO SUPPLY,Departmental Supplies,3/15/11,226.21
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,750
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,632
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,87.6
MIDWAY AUTO SUPPLY,Classroom Supplies,3/15/11,37
MIDWAY AUTO SUPPLY,Classroom Supplies,3/17/11,4.98
MIDWAY AUTO SUPPLY,Classroom Supplies,3/17/11,22.59
